,position,read_depth-YMR186W-SRR1520311-a-v2-p4,norm_cov-YMR186W-SRR1520311-a-v2-p4,read_depth-YMR186W-SRR1520311-v2-p4-m1,norm_cov-YMR186W-SRR1520311-v2-p4-m1
516,517,2450,1.2547912199677471,1650,2.064767783785189
517,518,2082,1.0663164571317754,1234,1.5441960273884383
518,519,1984,1.0161248083330654,1118,1.3990365953162676
519,520,2014,1.0314895987816501,1093,1.367752234955886
520,521,1969,1.008442413108773,1077,1.3477302443252417
521,522,2198,1.125726980199636,1065,1.3327137513522584
522,523,2195,1.1241905011547775,1032,1.2914183956765546
523,524,2113,1.0821934072619794,894,1.1187287264872479
524,525,2184,1.118556744656963,857,1.072427873153883
525,526,2160,1.1062649122980954,828,1.0361380151358404
526,527,2038,1.0437814311405178,672,0.8409236064870589
527,528,2004,1.026368001965455,524,0.6557201931535994
528,529,2123,1.0873150040781743,475,0.5944028468472514
529,530,1987,1.0176612873779238,328,0.41045080792820726
530,531,2221,1.1375066528768842,320,0.40043981261288514
531,532,2214,1.1339215351055478,304,0.3804178219822409
532,533,2164,1.1083135510245734,213,0.2665427502704517
533,534,2284,1.169772712818912,196,0.24526938522539216
534,535,2285,1.1702848725005315,195,0.2440180108109769
535,536,2379,1.2184278825727635,182,0.22775014342357844
536,537,2374,1.215867084164666,168,0.21023090162176472
537,538,2355,1.2061360502138956,149,0.18645478774787466
538,539,2036,1.0427571117772787,115,0.1439080576577556
539,540,2063,1.056585423181005,113,0.14140530882892507
540,541,2032,1.0407084730508007,47,0.05881459747751751
541,542,1885,0.965420999852736,5,0.00625687207207633
542,543,1970,1.0089545727903926,7,0.008759620900906862
543,544,1964,1.0058816147006755,7,0.008759620900906862
544,545,1756,0.899352400923822,3,0.0037541232432457983
545,546,1705,0.8732322571612281,6,0.007508246486491597
546,547,1659,0.8496729118067315,5,0.00625687207207633
547,548,1611,0.8250892470889961,13,0.01626786738739846
548,549,1595,0.8168946921830843,15,0.018770616216228993
549,550,1683,0.8619647441655993,22,0.027530237117135856
550,551,1453,0.7441680173931169,35,0.043798104504534315
551,552,1497,0.7667030433843744,98,0.12263469261269608
552,553,1472,0.7538990513438872,109,0.136399811171264
553,554,1371,0.7021709235003188,116,0.14515943207217086
554,555,1372,0.7026830831819384,133,0.16643279711723039
555,556,1337,0.6847574943252562,135,0.16893554594606092
556,557,1100,0.5633756497814375,136,0.1701869203604762
557,558,1071,0.5485230190144723,152,0.19020891099112044
558,559,1072,0.5490351786960918,165,0.2064767783785189
559,560,832,0.42611685510741454,178,0.22274464576591738
560,561,834,0.4271411744706535,188,0.23525838991007003
561,562,878,0.449676200461911,251,0.3140949780182318
562,563,755,0.3866805596227139,268,0.33536834306329133
563,564,765,0.39180215643890876,283,0.3541389592795203
564,565,671,0.3436591463666768,289,0.3616472057660119
565,566,656,0.3359767511423845,290,0.3628985801804272
566,567,652,0.3339281124159066,293,0.36665270342367295
567,568,644,0.3298308349629507,300,0.3754123243245798
568,569,577,0.2955161362944449,302,0.3779150731534104
569,570,639,0.3272700365548532,374,0.4680140309913095
570,571,704,0.36056041586012,455,0.569375358558946
571,572,615,0.3149782041959855,475,0.5944028468472514
572,573,670,0.34314698668505733,533,0.6669825628833368
573,574,671,0.3436591463666768,536,0.6707366861265827
574,575,735,0.3764373659903241,605,0.757081520721236
575,576,765,0.39180215643890876,638,0.7983768763969398
576,577,788,0.40358182911615703,664,0.8309126111717368
577,578,803,0.41126422434044935,776,0.9710665455862465
578,579,809,0.41433718243016626,795,0.9948426594601366
579,580,1055,0.5403284641085605,1031,1.2901670212621394
580,581,1051,0.5382798253820825,1027,1.2851615236044782
581,582,1080,0.5531324561490477,1056,1.321451381622521
582,583,1260,0.6453211988405556,1236,1.546698776217269
583,584,1253,0.6417360810692192,1229,1.5379391553163622
584,585,1264,0.6473698375670336,1240,1.55170427387493
585,586,1266,0.6483941569302726,1242,1.5542070227037605
586,587,1241,0.6355901648897854,1217,1.522922662343379
587,588,1241,0.6355901648897854,1217,1.522922662343379
588,589,1238,0.6340536858449268,1214,1.519168539100133
589,590,1234,0.632005047118449,1210,1.514163041442472
590,591,1269,0.649930635975131,1245,1.5579611459470064
591,592,1424,0.7293153866261518,1400,1.7519241801813725
592,593,1471,0.7533868916622677,1447,1.8107387776588901
593,594,1514,0.7754097579719057,1490,1.8645478774787465
594,595,1532,0.7846286322410565,1508,1.8870726169382213
595,596,1559,0.7984569436447827,1535,1.9208597261274334
596,597,1788,0.9157415107356456,1764,2.2074244670285292
597,598,1927,0.9869317064807546,1903,2.3813655106322513
598,599,1872,0.9587629239916826,1848,2.3125399178394117
599,600,1811,0.9275211834128938,1788,2.2374574529744957
600,601,1806,0.9249603850047964,1783,2.2312005809024194
601,602,1747,0.8947429637892466,1735,2.171134609010487
602,603,1760,0.9014010396502999,1748,2.187402476397885
603,604,1690,0.8655498619369357,1678,2.0998062673888165
604,605,1679,0.8599161054391213,1671,2.09104664648791
605,606,1723,0.8824511314303789,1722,2.1548667416230884
606,607,1613,0.8261135664522351,1612,2.017215556037409
607,608,1431,0.7329005043974882,1431,1.7907167870282459
608,609,1323,0.6775872587825834,1323,1.6555683502713971
609,610,1327,0.6796358975090614,1327,1.6605738479290582
610,611,1266,0.6483941569302726,1266,1.5842400086497268
611,612,1181,0.604860583992616,1181,1.4778731834244292
612,613,1203,0.6161280969882448,1203,1.5054034205415652
613,614,1204,0.6166402566698642,1204,1.5066547949559803
614,615,1269,0.649930635975131,1269,1.5879941318929727
615,616,1271,0.65095495533837,1271,1.5904968807218032
616,617,1266,0.6483941569302726,1266,1.5842400086497268
617,618,1530,0.7836043128778175,1530,1.9146028540553572
618,619,1522,0.7795070354248617,1522,1.904591858740035
619,620,1418,0.7262424285364348,1418,1.7744489196408473
620,621,1403,0.7185600333121425,1403,1.7556783034246184
621,622,1359,0.696025007320885,1359,1.7006178291903467
622,623,1326,0.6791237378274418,1310,1.6393004828839985
623,624,1327,0.6796358975090614,1297,1.6230326154966002
624,625,1311,0.6714413426031496,1259,1.5754803877488202
625,626,1041,0.5331582285658877,941,1.1775433239647655
626,627,985,0.5044772863951963,882,1.1037122335142646
627,628,1046,0.5357190269739851,872,1.091198489370112
628,629,1088,0.5572297336020036,861,1.0774333708115442
629,630,1242,0.6361023245714048,859,1.0749306219827135
630,631,1843,0.9439102932247175,849,1.062416877838561
631,632,1855,0.9500562094041514,836,1.0461490104511624
632,633,1894,0.9700304369873114,837,1.0474003848655777
633,634,1837,0.9408373351350006,780,0.9760720432439076
634,635,1834,0.9393008560901421,748,0.936028061982619
635,636,1907,0.9766885128483648,746,0.9335253131537885
636,637,1904,0.9751520338035062,736,0.9210115690096359
637,638,1882,0.9638845208078776,684,0.855940099460042
638,639,1907,0.9766885128483648,667,0.8346667344149825
639,640,1914,0.9802736306197012,624,0.780857634595126
640,641,1903,0.9746398741218868,602,0.7533273974779902
641,642,1935,0.9910289839337104,585,0.7320540324329307
642,643,2150,1.1011433154819006,576,0.7207916627031933
643,644,2108,1.079632608853882,508,0.6356982025229552
644,645,2203,1.1282877786077334,502,0.6281899560364635
645,646,2197,1.1252148205180164,494,0.6181789607211414
646,647,1926,0.986419546799135,191,0.23901251315331584
647,648,1989,1.0186856067411627,174,0.21773914810825631
648,649,1981,1.014588329288207,160,0.20021990630644257
649,650,1880,0.9628602014446386,63,0.07883658810816177
650,651,1903,0.9746398741218868,60,0.07508246486491597
651,652,1918,0.9823222693461792,60,0.07508246486491597
652,653,1904,0.9751520338035062,59,0.0738310904505007
653,654,1925,0.9859073871175156,58,0.07257971603608543
654,655,1891,0.968493957942453,58,0.07257971603608543
655,656,1835,0.9398130157717616,58,0.07257971603608543
656,657,1838,0.94134949481662,58,0.07257971603608543
657,658,1774,0.9085712751929728,51,0.06382009513517857
658,659,1174,0.6012754662212796,47,0.05881459747751751
659,660,1026,0.5254758333415953,46,0.05756322306310224
660,661,1013,0.5188177574805419,44,0.05506047423427171
661,662,976,0.4998678492606209,42,0.05255772540544118
662,663,975,0.4993556895790014,41,0.05130635099102591
663,664,920,0.4711869070899295,2,0.0025027488288305324
664,665,843,0.4317506116052289,0,0.0
665,666,847,0.43379925033170685,0,0.0
666,667,821,0.42048309860960015,0,0.0
667,668,759,0.38872919834919184,0,0.0
668,669,744,0.3810468031248995,0,0.0
669,670,741,0.37951032408004104,0,0.0
670,671,536,0.2745175893480459,0,0.0
671,672,471,0.24122721004277914,7,0.008759620900906862
672,673,459,0.23508129386334525,20,0.02502748828830532
673,674,345,0.17669509015872356,24,0.030032985945966387
674,675,343,0.1756707707954846,28,0.03503848360362745
675,676,338,0.17310997238738715,28,0.03503848360362745
676,677,274,0.14033175276373988,34,0.04254673009011905
677,678,279,0.14289255117183733,34,0.04254673009011905
678,679,279,0.14289255117183733,35,0.043798104504534315
679,680,218,0.11165081059304852,35,0.043798104504534315
680,681,217,0.11113865091142902,35,0.043798104504534315
681,682,221,0.11318728963790697,36,0.04504947891894958
682,683,211,0.10806569282171209,36,0.04504947891894958
683,684,211,0.10806569282171209,36,0.04504947891894958
684,685,263,0.1346979962659255,36,0.04504947891894958
685,686,238,0.12189400422543828,43,0.053809099819856446
686,687,334,0.1710613336609092,45,0.05631184864868698
687,688,340,0.1741342917506261,45,0.05631184864868698
688,689,352,0.18028020793006,51,0.06382009513517857
689,690,403,0.20640035169265392,54,0.06757421837842437
690,691,412,0.2110097888272293,54,0.06757421837842437
691,692,460,0.23559345354496475,54,0.06757421837842437
692,693,580,0.2970526153393034,54,0.06757421837842437
693,694,587,0.3006377331106398,54,0.06757421837842437
694,695,586,0.3001255734290203,58,0.07257971603608543
695,696,676,0.3462199447747743,62,0.0775852136937465
696,697,677,0.3467321044563938,62,0.0775852136937465
697,698,742,0.38002248376166053,63,0.07883658810816177
698,699,749,0.38360760153299694,63,0.07883658810816177
699,700,760,0.38924135803081134,63,0.07883658810816177
700,701,821,0.42048309860960015,41,0.05130635099102591
701,702,865,0.44301812460085765,40,0.05005497657661064
702,703,1047,0.5362311866556045,38,0.04755222774778011
703,704,1058,0.5418649431534189,35,0.043798104504534315
704,705,1149,0.5884714741807924,35,0.043798104504534315
705,706,1146,0.586934995135934,29,0.036289858018042714
706,707,1142,0.584886356409456,29,0.036289858018042714
707,708,1212,0.6207375341228202,28,0.03503848360362745
708,709,1327,0.6796358975090614,28,0.03503848360362745
709,710,1336,0.6842453346436368,28,0.03503848360362745
710,711,1349,0.6909034105046901,27,0.03378710918921218
711,712,1341,0.6868061330517342,27,0.03378710918921218
712,713,1307,0.6693927038766716,30,0.03754123243245799
713,714,1444,0.7395585802585415,176,0.22024189693708685
714,715,1438,0.7364856221688246,170,0.21273365045059525
715,716,1353,0.692952049231168,175,0.21899052252267157
716,717,1362,0.6975614863657434,192,0.2402638875677311
717,718,1344,0.6883426120965926,187,0.23400701549565475
718,719,1286,0.6586373505626624,192,0.2402638875677311
719,720,1319,0.6755386200561054,232,0.2903188641443417
720,721,1269,0.649930635975131,233,0.291570238558757
721,722,1169,0.5987146678131822,258,0.32285459891913865
722,723,1194,0.6115186598536694,290,0.3628985801804272
723,724,1183,0.605884903355855,292,0.3654013290092577
724,725,1106,0.5664486078711544,306,0.38292057081107145
725,726,1116,0.5715702046873493,323,0.40419393585613095
726,727,1058,0.5418649431534189,323,0.40419393585613095
727,728,1041,0.5331582285658877,334,0.4179590544146989
728,729,1048,0.5367433463372241,346,0.43297554738768207
729,730,974,0.4988435298973819,350,0.43798104504534313
730,731,770,0.39436295484700623,353,0.44173516828858894
731,732,766,0.39231431612052825,373,0.46676265657689425
732,733,768,0.39333863548376724,383,0.47927640072104694
733,734,675,0.3457077850931548,388,0.48553327279312325
734,735,707,0.36209689490497843,429,0.5368396237841492
735,736,696,0.35646313840716404,433,0.5418451214418102
736,737,594,0.3042228508819762,479,0.5994083445049124
737,738,647,0.3313673140078091,566,0.7082779185590407
738,739,647,0.3313673140078091,576,0.7207916627031933
739,740,629,0.3221484397386583,602,0.7533273974779902
740,741,654,0.3349524317791455,629,0.7871145066672024
741,742,663,0.3395618689137209,633,0.7921200043248634
742,743,574,0.29397965724958647,500,0.625687207207633
743,744,583,0.29858909438416187,507,0.6344468281085399
744,745,689,0.3528780206358276,508,0.6356982025229552
745,746,681,0.3487807431828717,493,0.6169275863067262
746,747,704,0.36056041586012,515,0.644457823423862
747,748,724,0.37080360949250973,519,0.6494633210815232
748,749,689,0.3528780206358276,482,0.6031624677481583
749,750,704,0.36056041586012,496,0.620681709549972
750,751,767,0.39282647580214775,557,0.6970155488293033
751,752,824,0.4220195776544586,613,0.7670925160365581
752,753,1060,0.5428892625166579,849,1.062416877838561
753,754,1100,0.5633756497814375,889,1.1124718544151715
754,755,1159,0.5935930709969873,948,1.1863029448656723
755,756,1192,0.6104943404904304,980,1.2263469261269608
756,757,1421,0.7277789075812933,1004,1.256379912072927
757,758,1483,0.7595328078417016,1043,1.3051835142351225
758,759,1517,0.7769462370167642,1063,1.330211002523428
759,760,1519,0.7779705563800032,1064,1.331462376937843
760,761,1517,0.7769462370167642,1060,1.326456879280182
761,762,1538,0.7877015903307735,1081,1.3527357419829027
762,763,1533,0.785140791922676,1076,1.3464788699108263
763,764,1503,0.7697760014740913,1046,1.3089376374783683
764,765,1537,0.7871894306491539,1080,1.3514843675684873
765,766,1497,0.7667030433843744,1040,1.3014293909918768
766,767,1396,0.714974915540806,939,1.175040575135935
767,768,1477,0.7564598497519847,1020,1.2764019027035713
768,769,1461,0.7482652948460728,1007,1.260134035316173
769,770,1462,0.7487774545276923,1019,1.2751505282891562
770,771,1500,0.7682395224292329,1063,1.330211002523428
771,772,1448,0.7416072189850195,1062,1.3289596281090126
772,773,1372,0.7026830831819384,1071,1.34022199783875
773,774,1529,0.7830921531961981,1255,1.570474890091159
774,775,1521,0.7789948757432421,1250,1.5642180180190826
775,776,1493,0.7646544046578965,1239,1.5504528994605147
776,777,1529,0.7830921531961981,1283,1.6055133736947864
777,778,1528,0.7825799935145785,1282,1.6042619992803713
778,779,1461,0.7482652948460728,1215,1.5204199135145484
779,780,1747,0.8947429637892466,1501,1.8783129960373144
780,781,1667,0.8537701892596875,1421,1.7782030428840931
781,782,1445,0.740070739940161,1206,1.509157543784811
782,783,1436,0.7354613028055856,1199,1.5003979228839042
783,784,1399,0.7165113945856646,1164,1.4565998183793698
784,785,1202,0.6156159373066253,1126,1.4090475906315896
785,786,1445,0.740070739940161,1445,1.8082360288300596
786,787,1441,0.7380221012136831,1441,1.8032305311723984
787,788,1431,0.7329005043974882,1431,1.7907167870282459
788,789,1436,0.7354613028055856,1436,1.7969736591003223
789,790,1444,0.7395585802585415,1444,1.8069846544156443
790,791,1629,0.8343081213581469,1629,2.0384889210824686
791,792,1642,0.8409661972192003,1642,2.054756788469867
792,793,1729,0.8855240895200958,1729,2.163626362523995
793,794,1709,0.875280895887706,1709,2.1385988742356896
794,795,1894,0.9700304369873114,1894,2.370103140902514
795,796,1915,0.9807857903013206,1915,2.396382003605235
796,797,1885,0.965420999852736,1885,2.3588407711727766
797,798,1892,0.9690061176240724,1888,2.362594894416022
798,799,2135,1.0934609202576082,1888,2.362594894416022
799,800,2151,1.10165547516352,1868,2.337567406127717
800,801,2157,1.104728433253237,1871,2.341321529370963
801,802,2361,1.2092090083036127,1871,2.341321529370963
802,803,2181,1.1170202656121047,1690,2.1148227603618
803,804,2209,1.1313607366974503,1692,2.1173255091906302
804,805,2264,1.1595295191865223,1691,2.116074134776215
805,806,2573,1.317786860806944,1978,2.4752185917133964
806,807,2671,1.367978509605654,1996,2.497743331172871
807,808,2881,1.4755320427457466,2008,2.512759824145854
808,809,2582,1.3223962979415196,1705,2.1335933765780286
809,810,2616,1.339809727116582,1714,2.144855746307766
810,811,2710,1.387952737188814,1696,2.1223310068482912
811,812,2681,1.3731001064218489,1647,2.0610136605419433
812,813,3122,1.5989625260160434,1648,2.0622650349563587
813,814,3297,1.6885904702994539,1622,2.0297293001815615
814,815,3041,1.557477591804865,1293,1.6180271178389392
815,816,3233,1.6558122506758066,1260,1.5767317621632353
816,817,3395,1.7387821190981638,1252,1.5667207668479133
817,818,3383,1.7326362029187299,1231,1.5404419041451927
818,819,3392,1.7372456400533054,1213,1.517917164685718
819,820,3313,1.6967850252053658,1007,1.260134035316173
820,821,3241,1.6599095281287626,911,1.1400020915323075
821,822,3287,1.683468873483259,887,1.109969105586341
822,823,3328,1.7044674204296582,873,1.0924498637845272
823,824,3157,1.6168881148727254,676,0.8459291041447199
824,825,3160,1.6184245939175839,657,0.8221529902708299
825,826,3108,1.5917922904733706,594,0.743316402162668
826,827,2883,1.4765563621089857,573,0.7170375394599475
827,828,2807,1.4376322263059045,566,0.7082779185590407
828,829,2851,1.460167252297162,542,0.6782449326130743
829,830,2682,1.3736122661034684,523,0.6544688187391842
830,831,3049,1.5615748692578206,524,0.6557201931535994
831,832,3708,1.8990880994450636,517,0.6469605722526925
832,833,3749,1.9200866463914628,480,0.6006597189193278
833,834,3908,2.0015200357689613,468,0.5856432259463445
834,835,3583,1.8350681392426276,148,0.18520341333345938
835,836,3514,1.799729121210883,122,0.15266767855866248
836,837,3437,1.7602928257261823,99,0.12388606702711134
837,838,3698,1.8939665026288688,72,0.09009895783789916
838,839,3653,1.870919316955992,50,0.0625687207207633
839,840,3645,1.866822039503036,48,0.06006597189193277
840,841,3671,1.8801381912251427,44,0.05506047423427171
841,842,3173,1.6250826697786374,36,0.04504947891894958
842,843,3586,1.836604618287486,44,0.05506047423427171
843,844,3959,2.0276401795315553,46,0.05756322306310224
844,845,3815,1.9538891853783489,70,0.08759620900906863
845,846,3929,2.0122753890829705,73,0.09135033225231443
846,847,3912,2.0035686744954395,73,0.09135033225231443
847,848,3877,1.9856430856387572,75,0.09385308108114496
848,849,3894,1.9943498002262885,75,0.09385308108114496
849,850,3897,1.9958862792711471,75,0.09385308108114496
850,851,3823,1.9579864628313048,79,0.09885857873880602
851,852,3911,2.00305651481382,84,0.10511545081088236
852,853,4009,2.0532481636125297,75,0.09385308108114496
853,854,4026,2.061954878200061,76,0.09510445549556022
854,855,4404,2.2555512378522278,87,0.10886957405412816
855,856,4504,2.3067672060141766,91,0.11387507171178922
856,857,4540,2.325204954552478,93,0.11637782054061975
857,858,4535,2.322644156144381,93,0.11637782054061975
858,859,4520,2.3149617609200885,93,0.11637782054061975
859,860,3567,1.8268735843367159,77,0.09635582990997549
860,861,3461,1.77258465808505,77,0.09635582990997549
861,862,3445,1.7643901031791382,77,0.09635582990997549
862,863,3266,1.6727135201692498,75,0.09385308108114496
863,864,3369,1.725465967376057,74,0.09260170666672969
864,865,3475,1.7797548936277228,71,0.0888475834234839
865,866,3463,1.773608977448289,72,0.09009895783789916
866,867,3397,1.7398064384614027,73,0.09135033225231443
867,868,3561,1.8238006262469988,74,0.09260170666672969
868,869,3457,1.770536019358572,73,0.09135033225231443
869,870,3471,1.777706254901245,74,0.09260170666672969
870,871,3485,1.7848764904439178,74,0.09260170666672969
871,872,2716,1.391025695278531,63,0.07883658810816177
872,873,2550,1.306007188129696,62,0.0775852136937465
873,874,2707,1.3864162581439556,40,0.05005497657661064
874,875,2604,1.3336638109371484,38,0.04755222774778011
875,876,2689,1.3771973838748048,39,0.04880360216219538
876,877,2769,1.418170158404364,38,0.04755222774778011
877,878,2802,1.435071427897807,40,0.05005497657661064
878,879,3080,1.577451819388025,40,0.05005497657661064
879,880,3097,1.5861585339755562,34,0.04254673009011905
880,881,3554,1.8202155084756624,29,0.036289858018042714
881,882,3621,1.8545302071441683,29,0.036289858018042714
882,883,3656,1.8724557960008503,28,0.03503848360362745
883,884,3240,1.659397368447143,16,0.02002199063064426
884,885,3643,1.865797720139797,13,0.01626786738739846
885,886,3633,1.860676123323602,11,0.013765118558567928
886,887,3607,1.8473599716014955,11,0.013765118558567928
887,888,3629,1.858627484597124,11,0.013765118558567928
888,889,3598,1.84275053446692,11,0.013765118558567928
889,890,3547,1.816630390704326,22,0.027530237117135856
890,891,3539,1.8125331132513702,22,0.027530237117135856
891,892,3506,1.795631843757927,22,0.027530237117135856
892,893,3216,1.6471055360882754,22,0.027530237117135856
893,894,3161,1.6189367535992034,22,0.027530237117135856
894,895,3038,1.5559411127600065,21,0.02627886270272059
895,896,2801,1.4345592682161876,19,0.023776113873890056
896,897,2908,1.4893603541494729,22,0.027530237117135856
897,898,3066,1.570281583845352,22,0.027530237117135856
898,899,3138,1.6071570809219553,36,0.04504947891894958
899,900,3417,1.7500496320937926,45,0.05631184864868698
900,901,3392,1.7372456400533054,45,0.05631184864868698
901,902,3210,1.6440325779985583,42,0.05255772540544118
902,903,3144,1.6102300390116722,43,0.053809099819856446
903,904,3174,1.625594829460257,46,0.05756322306310224
904,905,3071,1.5728423822534494,46,0.05756322306310224
905,906,3200,1.6389109811823634,47,0.05881459747751751
906,907,3171,1.6240583504153983,45,0.05631184864868698
907,908,2884,1.4770685217906052,45,0.05631184864868698
908,909,2951,1.5113832204591109,51,0.06382009513517857
909,910,2397,1.2276467568419143,54,0.06757421837842437
910,911,2419,1.2389142698375428,55,0.06882559279283963
911,912,2497,1.278862725003863,56,0.0700769672072549
912,913,2497,1.278862725003863,57,0.07132834162167016
913,914,2019,1.0340503971897474,58,0.07257971603608543
914,915,2162,1.1072892316613343,69,0.08634483459465336
915,916,2302,1.1789915870880627,69,0.08634483459465336
916,917,2338,1.1974293356263643,73,0.09135033225231443
917,918,2441,1.2501817828331716,73,0.09135033225231443
918,919,2450,1.2547912199677471,62,0.0775852136937465
919,920,2453,1.2563276990126055,61,0.07633383927933124
920,921,2568,1.3152260623988468,61,0.07633383927933124
921,922,2594,1.3285422141209535,61,0.07633383927933124
922,923,2553,1.3075436671745544,61,0.07633383927933124
923,924,2631,1.3474921223408745,61,0.07633383927933124
924,925,2617,1.3403218867982016,61,0.07633383927933124
925,926,2365,1.2112576470300904,58,0.07257971603608543
926,927,2361,1.2092090083036127,60,0.07508246486491597
927,928,2394,1.2261102777970556,46,0.05756322306310224
928,929,2058,1.0540246247729075,40,0.05005497657661064
929,930,2539,1.3003734316318816,50,0.0625687207207633
930,931,2630,1.346979962659255,50,0.0625687207207633
931,932,2620,1.34185836584306,50,0.0625687207207633
932,933,2612,1.337761088390104,47,0.05881459747751751
933,934,2541,1.3013977509951205,47,0.05881459747751751
934,935,2331,1.193844217855028,47,0.05881459747751751
935,936,2489,1.2747654475509071,48,0.06006597189193277
936,937,2546,1.303958549403218,48,0.06006597189193277
937,938,2398,1.2281589165235336,42,0.05255772540544118
938,939,2350,1.2035752518057983,39,0.04880360216219538
939,940,2524,1.2926910364075892,42,0.05255772540544118
940,941,2404,1.2312318746132507,41,0.05130635099102591
941,942,2430,1.2445480263353572,40,0.05005497657661064
942,943,2460,1.259912816783942,47,0.05881459747751751
943,944,2592,1.3275178947577144,46,0.05756322306310224
944,945,2577,1.319835499533422,46,0.05756322306310224
945,946,3301,1.6906391090259318,44,0.05506047423427171
946,947,3316,1.6983215042502242,45,0.05631184864868698
947,948,3481,1.7828278517174398,56,0.0700769672072549
948,949,3669,1.8791138718619036,58,0.07257971603608543
949,950,3584,1.8355802989242471,58,0.07257971603608543
950,951,3624,1.8560666861890267,58,0.07257971603608543
951,952,3611,1.8494086103279732,58,0.07257971603608543
952,953,3545,1.815606071341087,58,0.07257971603608543
953,954,3610,1.8488964506463539,65,0.0813393369369923
954,955,3603,1.8453113328750175,64,0.08008796252257704
955,956,3435,1.7592685063629434,60,0.07508246486491597
956,957,3565,1.8258492649734768,60,0.07508246486491597
957,958,3822,1.9574743031496855,63,0.07883658810816177
958,959,3359,1.7203443705598622,55,0.06882559279283963
959,960,3357,1.7193200511966231,55,0.06882559279283963
960,961,3488,1.7864129694887763,53,0.0663228439640091
961,962,3455,1.769511699995333,53,0.0663228439640091
962,963,3488,1.7864129694887763,53,0.0663228439640091
963,964,3552,1.8191911891124235,53,0.0663228439640091
964,965,3324,1.7024187817031802,53,0.0663228439640091
965,966,3318,1.699345823613463,61,0.07633383927933124
966,967,3282,1.6809080750751615,70,0.08759620900906863
967,968,3064,1.569257264482113,70,0.08759620900906863
968,969,3079,1.5769396597064054,97,0.12138331819828081
969,970,3253,1.6660554443081963,107,0.13389706234243348
970,971,3218,1.6481298554515142,112,0.1401539344145098
971,972,3310,1.6952485461605074,217,0.2715482479281128
972,973,3149,1.6127908374197697,218,0.272799622342528
973,974,2839,1.454021336117728,248,0.310340854774986
974,975,2413,1.235841311747826,252,0.3153463524326471
975,976,2366,1.21176980671171,252,0.3153463524326471
976,977,2058,1.0540246247729075,252,0.3153463524326471
977,978,2044,1.0468543892302347,285,0.35664170810835083
978,979,2042,1.0458300698669958,312,0.390428817297563
979,980,1987,1.0176612873779238,321,0.40169118702730044
980,981,2154,1.1031919542083783,489,0.6119220886490652
981,982,2273,1.1641389563210975,495,0.6194303351355567
982,983,2295,1.1754064693167263,490,0.6131734630634804
983,984,2297,1.1764307886799652,493,0.6169275863067262
984,985,2285,1.1702848725005315,498,0.6231844583788025
985,986,1884,0.9649088401711166,507,0.6344468281085399
986,987,1801,0.922399586596699,508,0.6356982025229552
987,988,1772,0.9075469558297338,516,0.6457091978382773
988,989,1769,0.9060104767848753,629,0.7871145066672024
989,990,1766,0.9044739977400169,651,0.8146447437843383
990,991,1945,0.9961505807499054,680,0.850934601802381
991,992,2155,1.103704113889998,961,1.2025708122530707
992,993,2190,1.12162970274668,963,1.2050735610819012
993,994,3461,1.77258465808505,972,1.2163359308116386
994,995,3714,1.9021610575347807,961,1.2025708122530707
995,996,3724,1.9072826543509755,958,1.1988166890098249
996,997,3914,2.004592993858678,953,1.1925598169377487
997,998,3715,1.9026732172164,917,1.147510338018799
998,999,3717,1.9036975365796391,916,1.1462589636043838
999,1000,3772,1.931866319068711,904,1.1312424706314006
1000,1001,3469,1.776681935538006,800,1.0010995315322129
1001,1002,3524,1.8048507180270779,806,1.0086077780187046
1002,1003,3516,1.800753440574122,775,0.9698151711718312
1003,1004,3547,1.816630390704326,799,0.9998481571177976
1004,1005,3671,1.8801381912251427,807,1.0098591524331197
1005,1006,3655,1.8719436363192308,786,0.9835802897303991
1006,1007,3650,1.8693828379111335,733,0.9172574457663901
1007,1008,3677,1.8832111493148596,728,0.9110005736943138
1008,1009,3770,1.930841999705472,718,0.8984868295501611
1009,1010,3556,1.8212398278389015,559,0.6995182976581338
1010,1011,3537,1.8115087938881311,557,0.6970155488293033
1011,1012,3558,1.8222641472021404,554,0.6932614255860574
1012,1013,3561,1.8238006262469988,550,0.6882559279283964
1013,1014,3588,1.837628937650725,547,0.6845018046851505
1014,1015,3655,1.8719436363192308,532,0.6657311884689215
1015,1016,3807,1.9497919079253931,534,0.6682339372977522
1016,1017,4087,2.0931966187788498,534,0.6682339372977522
1017,1018,3971,2.033786095710989,427,0.5343368749553187
1018,1019,3990,2.0435171296617596,398,0.49804701693727593
1019,1020,3966,2.0312252973028917,365,0.45675166126157213
1020,1021,3645,1.866822039503036,103,0.12889156468477242
1021,1022,2358,1.207672529258754,98,0.12263469261269608
1022,1023,2181,1.1170202656121047,90,0.11262369729737395
1023,1024,2052,1.0509516666831906,88,0.11012094846854342
1024,1025,1904,0.9751520338035062,87,0.10886957405412816
1025,1026,1957,1.002296496929339,88,0.11012094846854342
1026,1027,1937,0.9920533032969494,87,0.10886957405412816
1027,1028,1904,0.9751520338035062,87,0.10886957405412816
1028,1029,1865,0.9551778062203462,84,0.10511545081088236
1029,1030,1803,0.923423905959938,74,0.09260170666672969
1030,1031,1688,0.8645255425736967,68,0.0850934601802381
1031,1032,1785,0.9142050316907872,68,0.0850934601802381
1032,1033,1749,0.8957672831524855,38,0.04755222774778011
1033,1034,1766,0.9044739977400169,29,0.036289858018042714
